identificacion,capitalSuscrito,numeroTotalEmpleados
01792342341001,2000.0000,3
01792343690001,400.0000,2
01792344190001,2000.0000,4
01792346606001,2000.0000,1
01792348471001,400.0000,3
01792349303001,9000.0000,7
01792350840001,1000.0000,3
01792351685001,800.0000,4
01792377161001,500.0000,2
01792377749001,5181798.0000,11
01792247136001,25000.0000,4
01792316200001,24800.0000,2
01792320100001,400.0000,4
01792321883001,40400.0000,1
01792322987001,800.0000,2
01792326893001,400.0000,5
01792328284001,278732.0000,56
01792243440001,10000.0000,24
01792353122001,20140000.0000,64
01792353882001,800.0000,2
01792354161001,1700000.0000,6
01792355427001,20000.0000,7
01792356946001,20800.0000,2
01792357039001,800.0000,9
01792357675001,2000.0000,7
01792378346001,1000.0000,2
01792378761001,1000.0000,3
01792379172001,100000.0000,
01792379253001,71198.0000,208
01792380499001,400.0000,5
01792381673001,23625.0000,13
01792382297001,10000.0000,2
01792382300001,2000.0000,2
01792382971001,900.0000,3
01792383269001,800.0000,9
01792383471001,400.0000,11
01792318769001,10000.0000,8
01792211778001,400.0000,22
01792412951001,2000.0000,1
01792414091001,1200.0000,4
01792415179001,1000.0000,2
01792415373001,1000.0000,2
01792415500001,10000.0000,55
01792416051001,2000.0000,65
01792416426001,2000.0000,3
01792416795001,5000.0000,13
01792417031001,800.0000,11
01792417171001,800.0000,8
01792418011001,600.0000,8
01792418208001,1000.0000,8
01792418313001,400.0000,3
01792418615001,400.0000,1
01792418755001,1100.0000,2
01792418895001,540800.0000,3
01792419425001,800.0000,2
01792419727001,400.0000,3
01792419751001,3200.0000,8
01792420016001,400.0000,6
01792420342001,22200.0000,28
01792420547001,400.0000,1
01792421217001,800.0000,2
01792421403001,800.0000,4
01792421462001,59400.0000,2
01792422159001,20000.0000,3
01792422795001,27500.0000,2
01792423171001,400.0000,7
01792423430001,400.0000,3
01792423600001,400.0000,5
01792423767001,150000.0000,4
01792424046001,800.0000,11
01792424240001,800.0000,2
01792424739001,400.0000,4
01792425131001,800.0000,4
01792425352001,135000.0000,2
01792425522001,11000.0000,5
01792425549001,1125.0000,2
01792425751001,391000.0000,1
01792425964001,10000.0000,4
01792426812001,10000.0000,9
01792427258001,4200.0000,2
01792427304001,1807114.0000,73
01792427509001,760400.0000,66
01792427746001,400.0000,11
00291512798001,1615.0000,44
00291513018001,800.0000,3
00291513166001,1120.0000,58
00291513360001,800.0000,2
00291513565001,810.0000,2
00291514154001,800.0000,3
00291514480001,1800.0000,4
00291514855001,52000.0000,3
00190493938001,900.0000,
00190494071001,400.0000,
00190494268001,400.0000,
00190494551001,400.0000,
00190494640001,12000.0000,
00190494683001,400.0000,
00190494764001,16000.0000,
00190494934001,800.0000,
00190494977001,1000.0000,
00190495221001,15500.0000,
00190496023001,800.0000,
00190496066001,25000.0000,
00190496678001,400.0000,
00190496856001,10000.0000,
00190497542001,400.0000,
00190497607001,300.0000,
00190497658001,20000.0000,
00190497836001,2000.0000,
00190498123001,400.0000,
00190498239001,400.0000,
00190498298001,2000.0000,
00190498395001,1000.0000,
00190499138001,500.0000,
00190499332001,200.0000,
00190499375001,400.0000,
00190499391001,10000.0000,
00190499626001,400.0000,
00190499790001,1500.0000,
00190500063001,1000.0000,
00190500519001,600.0000,
00190500640001,2000.0000,
00190501337001,10000.0000,
00190501558001,100.0000,
00190502082001,100.0000,
00190502287001,200.0000,
00190502368001,500.0000,
00190502473001,400.0000,
00190502511001,100.0000,
00190502988001,1000.0000,
00190503038001,5000.0000,
00190503844001,1000.0000,
00190504034001,400.0000,
00190504700001,1000.0000,
00190504778001,100.0000,
00190505154001,6000.0000,
00190506266001,1000.0000,
00190507297001,100.0000,
00190507726001,500.0000,
00190508404001,100.0000,
00190508439001,100.0000,
00190508471001,40000.0000,
00190508501001,800.0000,
00190508617001,1000.0000,
00195088969001,400.0000,
00195088985001,100.0000,
00195089027001,800.0000,
00195089485001,400.0000,
00195089612001,100.0000,
00195089809001,1000.0000,
00195089868001,100.0000,
00195089965001,30000.0000,
00195090122001,200.0000,
00195090531001,1000.0000,
00195090785001,1000.0000,
00195090971001,1000.0000,
00195091031001,200.0000,
00195091307001,800.0000,
00195091587001,200.0000,
00195091900001,1000.0000,
00195092011001,500.0000,
00195092877001,1000.0000,
00195093598001,400.0000,
00195093644001,450.0000,
00195093652001,1000.0000,
00291505422001,700.0000,4
01792429595001,400.0000,4
01792430712001,400.0000,2
01792431530001,116000.0000,14
01792431875001,400.0000,6
01792432138001,800.0000,4
01792432413001,800.0000,4
01792432642001,1000.0000,2
01792433193001,13259.0000,3
01792433231001,3150.0000,2
01792348137001,70000.0000,5
01792348714001,1000.0000,2
01792322804001,400.0000,4
01792419379001,402.0000,2
01792419913001,400.0000,2
01792420202001,1300.0000,6
01792421314001,800.0000,2
01792342163001,400.0000,2
01792361761001,400.0000,3
01792362695001,1000.0000,4
01792368278001,250000.0000,16
01792424062001,800.0000,4
01792426847001,1389916.0000,29
01792429315001,1000.0000,26
01792097126001,,36
01792344913001,,2
01792358329001,145800.0000,3
01792369932001,800.0000,3
01792370302001,10000.0000,2
01792371317001,10000.0000,3
01792371368001,500.0000,3
01792379547001,800.0000,1
01792379644001,1000.0000,2
01792360285001,1000.0000,4
01792369509001,400.0000,2
01792364213001,800.0000,4
01792370213001,400.0000,3
01792371848001,10000.0000,39
01792432774001,800.0000,5
01792373115001,6000.0000,11
01792177685001,,10
01792382092001,1000.0000,7
01792383099001,1000.0000,7
01792383307001,500.0000,2
01792383528001,800.0000,2
01792385067001,400.0000,7
01792386861001,1000.0000,3
01792387442001,20400.0000,11
01792387493001,1000.0000,3
01792389623001,1000.0000,9
01792391997001,5000.0000,2
01792378729001,1000.0000,1
01792169402001,400.0000,2
01792399610001,800.0000,2
01792381584001,400.0000,4
01792386128001,27000.0000,3
01792403774001,1000.0000,5
01792406064001,800.0000,4
01792389208001,400.0000,2
01792395550001,800.0000,2
01792186927001,,7
01792393108001,3000.0000,
01792206308001,,4
01792407109001,,2
01792394767001,800.0000,
01792379385001,400.0000,4
01792325080001,5000.0000,8
01792399211001,900.0000,2
01792399807001,1000.0000,5
01792401852001,800.0000,6
01792405505001,800.0000,4
01792405815001,5000.0000,2
01792411149001,66957105.0000,1024
01792411688001,800.0000,4
01792412943001,5200.0000,5
01792413877001,2000.0000,2
01792411130001,800.0000,1
01792357497001,800.0000,4
01792420180001,800.0000,3
01792420903001,9120.0000,4
01792424518001,400.0000,4
01792424534001,1000.0000,2
01792425212001,800.0000,1
01792417023001,400000.0000,2
00190484467001,400.0000,
00190484483001,400.0000,
00190484947001,400.0000,
00190484998001,15800.0000,
00190485323001,400.0000,
00190486605001,400.0000,
00190486885001,400.0000,
00190487806001,400.0000,
00190488217001,400.0000,
00190488462001,400.0000,
00190493997001,86885.0000,
00190494519001,400.0000,
00190494543001,2000.0000,
00190494659001,3000.0000,
00190494829001,10000.0000,
00190494853001,100.0000,
00190495159001,400.0000,
00190495310001,800.0000,
00190495329001,400.0000,
00190495361001,1000.0000,
00190495698001,400.0000,
00190495884001,1200.0000,
00190495922001,100.0000,
00190495930001,400.0000,
00190496279001,2000.0000,
00190497097001,1000.0000,
00190497143001,5000.0000,
00190497860001,800.0000,
00190498662001,400.0000,
00190498743001,400.0000,
00190499243001,500.0000,
00190499480001,900.0000,
00190499502001,500.0000,
00190499588001,400.0000,
00190499901001,400.0000,
00190500160001,400.0000,
00190500489001,193080.0000,
00190501582001,50.0000,
00190501914001,19500.0000,
00190502279001,20.0000,
00190502309001,200.0000,
00190503399001,400.0000,
00190504751001,500.0000,
00190504794001,100.0000,
00190504832001,400.0000,
00190504913001,400.0000,
00190505006001,400.0000,
00190505243001,600.0000,
00190506223001,400.0000,
00190506770001,400.0000,
00190507351001,1000.0000,
00190507556001,500.0000,
00190507637001,1000.0000,
00190507769001,100.0000,
00190507815001,100.0000,
00195089361001,,
00195089582001,400.0000,
00195089884001,400.0000,
00195090173001,1200.0000,
00195090300001,800.0000,
00195091048001,900.0000,
00195091323001,100.0000,
00195091331001,300.0000,
00195091951001,100.0000,
00195092133001,400.0000,
00195092311001,5000.0000,
00195092524001,2000.0000,
00391009945001,400.0000,3
00391010323001,400.0000,3
00391010331001,800.0000,2
00391010501001,805.0000,2
00391010641001,800.0000,1
00391010714001,1000.0000,2
00391010870001,400.0000,2
00391010943001,2997.0000,2
00391011028001,1600.0000,2
00391011184001,1035.0000,4
00391011427001,10000.0000,81
00391011494001,800.0000,3
00391012369001,400.0000,2
00391012407001,400.0000,4
00391012547001,12000.0000,2
00391012784001,12500.0000,4
00391021317001,800.0000,2
00391021457001,800.0000,1
00391021597001,2000.0000,2
00391021872001,1930.0000,
00391022046001,400.0000,
00391022062001,800.0000,
00391022313001,800.0000,
00391022356001,800.0000,6
00391022402001,1800.0000,
00391022526001,800.0000,
00391022534001,900.0000,
00391022607001,800.0000,
00391023018001,400.0000,
00391023107001,400.0000,
00391023115001,800.0000,
00391023158001,1600.0000,
00391023212001,800.0000,
00391023220001,800.0000,
00391023263001,1000.0000,
00391023328001,1000.0000,
00391023441001,800.0000,
00391023484001,1200.0000,
00391023514001,800.0000,4
00391023697001,800.0000,
00391023808001,2000.0000,
00391023816001,1500.0000,
00391023832001,2200.0000,
00391023964001,900.0000,
00391023980001,1200.0000,
00391024154001,400.0000,
00391024200001,400.0000,
00391024219001,800.0000,
00391024227001,400.0000,
00391024294001,400.0000,
00391024472001,800.0000,
00391024596001,400.0000,
00391024936001,400.0000,
00391025487001,800.0000,
00391025649001,800.0000,
00391025711001,800.0000,
00391028397001,864.0000,
00391029156001,50767.0000,
00391029334001,1200.0000,
00391029415001,800.0000,
00391029520001,400.0000,
00391029598001,4000.0000,
00391030340001,400.0000,
00391030480001,400.0000,
00391030995001,400.0000,
00391031177001,800.0000,
00391031215001,3000.0000,
00391031290001,400.0000,
00391031363001,400.0000,
00391031460001,800.0000,
00391031614001,1000.0000,
00391031835001,300.0000,
00391031894001,400.0000,
00391032467001,80.0000,
00391032580001,400.0000,
00391032807001,800.0000,
00391032955001,25000.0000,
00391033110001,150.0000,
00391033129001,400.0000,
00391034038001,,
00490001964001,837880.0000,77
00490041028001,200000.0000,25
00490041826001,45812.0000,7
00490041907001,600.0000,2
00490042199001,900.0000,4
00490042423001,836.0000,6
00490042431001,4000.0000,8
00490054340001,805.0000,4
00490054367001,1120.0000,4
00490054405001,6900.0000,3
00490054448001,1720.0000,4
00490054529001,1000800.0000,50
00490054537001,50800.0000,2
00490054561001,2100.0000,2
00490054618001,5000.0000,6
00490054642001,480.0000,2
00491501855001,10000.0000,6
00491502460001,840.0000,3
00491504323001,840.0000,4
00491513594001,1500.0000,2
00491513659001,900.0000,3
00491513748001,1040.0000,3
00491513934001,800.0000,2
00491514485001,400.0000,4
00491514655001,2000.0000,3
00491514787001,5000.0000,10
00491514817001,800.0000,3
00491514906001,806.0000,2
00491514973001,1020.0000,4
00491515023001,1200.0000,4
00491515147001,812.0000,5
00491515228001,600.0000,17
00491515236001,4500.0000,4
00491515244001,800.0000,2
00491515392001,800.0000,1
00491515406001,800.0000,7
00491515422001,1000.0000,3
00491515449001,812.0000,3
00491515511001,380000.0000,4
00491515538001,186100.0000,4
00491515589001,1300.0000,3
00491515686001,20000.0000,17
00491515775001,800.0000,8
00491515899001,172857.0000,13
00491515945001,800.0000,4
00491516232001,840.0000,2
00491516267001,804.0000,3
00491516488001,800.0000,4
00491516534001,800.0000,10
00190493482001,3000.0000,
00190493598001,1000.0000,
00190494217001,355502.0000,
00190494489001,400.0000,
00190494993001,100.0000,
00190495280001,1000.0000,
00190495477001,800.0000,
00190495825001,1600.0000,
00190495892001,804.0000,
00190496929001,200.0000,
00190497259001,100.0000,
00190497984001,25000.0000,
00190498867001,2000.0000,
00190499006001,1002.0000,
00190499456001,400.0000,
00190499804001,1000.0000,
00190500527001,10000.0000,
00190500608001,1000.0000,
00190500802001,100.0000,
00190501124001,1000.0000,
00190501280001,400.0000,
00190501728001,10000.0000,
00190501892001,82200.0000,
00190502023001,1000.0000,
00190502147001,1000.0000,
00190502155001,200.0000,
00190502228001,20000.0000,
00190503054001,100.0000,
00190503127001,420.0000,
00190503453001,100.0000,
00190504557001,1000.0000,
00190505103001,1000.0000,
00190505405001,400.0000,
00190505936001,,
00190506010001,200.0000,
00190506347001,1000.0000,
00190506509001,200.0000,
00190506533001,100.0000,
00190506843001,200.0000,
00190506908001,4500.0000,
00190507149001,500.0000,
00190508021001,500.0000,
00190508293001,100.0000,
00190508595001,400.0000,
00195088594001,2000.0000,
00195088640001,1000.0000,
00195088667001,800.0000,
00195089851001,20.0000,
00195089922001,500.0000,
00195090696001,500.0000,
00195091994001,300.0000,
00195092222001,5000.0000,
00195092478001,1000.0000,
00391033277001,1000.0000,
00391033900001,800.0000,
00491503084001,1600.0000,3
00491507128001,1100.0000,3
00491510773001,2000.0000,4
00190451186001,10000.0000,
00190454126001,450.0000,
00190458636001,2338.0000,
00190495094001,1000.0000,0
00190495302001,400.0000,
00190496171001,400.0000,
00190496880001,1000.0000,
00190498018001,500.0000,
00190498093001,600.0000,
00190498409001,800.0000,
00190499162001,20000.0000,
00190499227001,1000.0000,
00190499944001,2180000.0000,
00190500128001,400.0000,
00190500136001,400.0000,
00190501469001,10.0000,
00190502899001,1.0000,
00190503313001,800.0000,
00190503461001,1000.0000,
00190504336001,22100.0000,
00190504646001,2000.0000,
00190504743001,20000.0000,
00190505626001,200.0000,
00190506460001,400.0000,
00190506738001,100.0000,
00190507033001,1000.0000,
00190507394001,800.0000,
00190507785001,300.0000,
00195088756001,100.0000,
00195088853001,100.0000,
00195089329001,10000.0000,
00195090025001,800.0000,
00195090084001,6000.0000,
00195090254001,4000.0000,
00195090408001,900.0000,
00195090912001,800.0000,
00195091471001,400.0000,
00195091481001,400.0000,
00195091528001,19390.0000,
00195091651001,500.0000,
00195091978001,20000.0000,
00195092052001,500.0000,
00195092834001,1000.0000,
00195092923001,100.0000,
00391004102001,1300.0000,2
00391004935001,800.0000,2
00391008752001,450.0000,22
00391012598001,400.0000,2
00391015554001,800.0000,2
00391015635001,800.0000,2
00391014663001,850.0000,4
00391024103001,805.0000,
00391024758001,5000.0000,0
00391024995001,400.0000,
00391028192001,400.0000,
00391029571001,880.0000,
00391030081001,800.0000,
00391031045001,5000.0000,
00391031274001,800.0000,
00391032300001,2000.0000,
00391032343001,400.0000,
00391032823001,200.0000,
00391032920001,1000.0000,
00391033021001,800.0000,
00391033137001,400.0000,
00391033935001,10.0000,
00391034081001,2000.0000,
00490038299001,500.0000,4
00490042156001,400.0000,4
00491515740001,2200.0000,4
00491516518001,850.0000,3
00491517387001,817.0000,3
00491519169001,806.0000,4
00491520299001,800.0000,
00491522224001,400.0000,7
00491529059001,19306.0000,
00491529741001,400.0000,
00491530030001,400.0000,
00591724886001,800.0000,2
00591724959001,6200.0000,2
00591725017001,800.0000,4
00591725068001,400.0000,2
00591725122001,800.0000,2
00591725467001,2205.0000,9
00591725734001,880.0000,2
00591725750001,2040.0000,2
00591725890001,900.0000,4
00591725939001,10000.0000,6
00591726048001,2000.0000,6
00591726188001,1045672.0000,131
00591726307001,2000.0000,5
00591726331001,420.0000,4
00591726390001,900.0000,2
00591726536001,1400.0000,2
00591726560001,400.0000,9
00591726684001,1640.0000,2
00591726900001,800.0000,2
00591726978001,800.0000,2
00591727109001,400.0000,2
00591727176001,400.0000,4
00591728393001,1200.0000,1
00591728415001,945.0000,2
00591728458001,800.0000,4
00591728628001,2000.0000,2
00591728652001,800.0000,2
00591728660001,800.0000,1
00591728695001,810.0000,3
00591728709001,1200.0000,2
00591728822001,400.0000,2
00591728830001,800.0000,5
00591728857001,960.0000,2
00591729055001,1005.0000,2
00591729225001,1000.0000,2
00591729314001,1000.0000,1
00591729330001,1800.0000,2
00591729616001,10000.0000,3
00591729721001,450.0000,4
00591730266001,1000.0000,3
00591730363001,600.0000,3
00591730479001,800.0000,2
00591730541001,800.0000,2
00591730576001,810.0000,2
00591730665001,400.0000,4
00591730843001,2600.0000,2
00591730894001,1000.0000,2
00591730967001,400.0000,2
00591731009001,864.0000,2
00591731076001,1000.0000,9
00591731459001,2200.0000,1
00591731572001,800.0000,2
00591731599001,800.0000,4
00591731882001,1200.0000,2
00591732021001,1000.0000,3
00591732196001,1100.0000,2
00591732218001,800.0000,4
00591732226001,400.0000,2
00591732536001,800.0000,2
00591732781001,1000.0000,4
00591732889001,60000.0000,121
00591733079001,800.0000,2
00591733109001,900.0000,3
00591733362001,800.0000,3
00591733397001,840.0000,4
00591733540001,800.0000,3
00591733737001,800.0000,5
00591733826001,2000.0000,1
00591734008001,20600.0000,6
00591734016001,900.0000,2
00591734024001,400.0000,3
00591734105001,800.0000,3
00591734245001,920.0000,10
00591734687001,500.0000,2
00591735284001,990.0000,4
00591735322001,1600.0000,3
00591735497001,900.0000,3
00591735624001,810.0000,2
00591735713001,400.0000,2
00591735721001,1800.0000,2
00591735799001,840.0000,2
00591735845001,12000.0000,3
00591735861001,800.0000,2
00591731394001,10700.0000,2
00591731513001,90000.0000,
00591731785001,1831017.0000,57
00591731858001,1200.0000,3
00591731920001,800.0000,2
00591732048001,800.0000,2
00491529849001,800.0000,
00491530340001,800.0000,
00491531193001,10000.0000,
00491531266001,400.0000,
00491531487001,1000.0000,
00491532378001,800.0000,
00491533250001,5000.0000,
00491533420001,1000.0000,
00491533641001,100.0000,
00590008478001,400.0000,53
00590058629001,1480.0000,2
00590059684001,920129.0000,181
00590060054001,351837.4800,197
00591736280001,800.0000,3
00591736310001,800.0000,3
00591736612001,1000.0000,8
00591736647001,1000.0000,4
00190478769001,420.0000,
00190479404001,1500.0000,
00190481271001,2000.0000,
00190483592001,400.0000,
00190483770001,800.0000,
00190484475001,400.0000,
00190485226001,400.0000,
00190485781001,1000.0000,
00190486095001,5500.0000,
00190486796001,400.0000,
00190488780001,,
00190489736001,400.0000,
00190489884001,800.0000,
00190491781001,800.0000,
00190493741001,900.0000,
00190495132001,1200.0000,
00190495612001,800.0000,
00190495639001,801.0000,
00190495752001,400.0000,
00190495957001,100.0000,
00190496007001,250.0000,
00190497100001,100.0000,
00190497437001,4000.0000,
00291526198001,1000.0000,
00190475239001,400.0000,
00591710664001,840.0000,4
00591711865001,10000.0000,2
00591712438001,16000.0000,2
00591713183001,1000.0000,1
00591713833001,6200.0000,2
00591714139001,1600.0000,7
00591714392001,1320.0000,2
00591714562001,804.0000,2
00591714716001,800.0000,2
00591714864001,1200.0000,2
00591715240001,900.0000,20
00591715321001,540.0000,4
00591715569001,1550.0000,2
00591718134001,500.0000,4
00591718266001,6000.0000,3
00591720317001,400.0000,2
00591720716001,800.0000,16
00591720759001,2000.0000,4
00591721585001,3400.0000,3
00591721690001,129000.0000,8
00591721941001,800.0000,4
00591721968001,1300.0000,3
00591722336001,5400.0000,3
00591722387001,111600.0000,5
00591722484001,840.0000,3
00591722727001,880.0000,2
00591722875001,800.0000,2
00591722891001,2100.0000,2
00591723030001,3000.0000,2
00591723189001,3000.0000,5
00591723774001,1700.0000,2
00591723812001,2160.0000,2
00591724029001,800.0000,2
00591724126001,800.0000,3
00591724282001,400.0000,2
00591754181001,1200.0000,
00591754246001,900.0000,
00591754386001,4950.0000,
00591754416001,1500.0000,
00591754491001,1000.0000,
00591754564001,1100.0000,
00591754637001,1000.0000,
00591754769001,400.0000,
00591754912001,800.0000,
00591755315001,2000.0000,
00591755617001,400.0000,
00591756257001,800.0000,
00591757172001,600.0000,
00591757199001,752216.0000,
00591757628001,1000.0000,
00591757725001,500.0000,
00591757768001,100.0000,
00591757814001,1500.0000,
00591758438001,1000.0000,
00591758888001,100.0000,
00591759353001,800.0000,
00591759590001,2000000.0000,
00591760009001,400.0000,
00591760440001,700.0000,
00591760599001,800.0000,
00591760602001,1300.0000,
00591760645001,400.0000,
00591760874001,1000.0000,
00591761048001,10000.0000,
00591761315001,750.0000,
00591762694001,500.0000,
00591762705001,1000.0000,
00591762709001,250.0000,
00591721771001,4000.0000,2
00591722115001,1470.0000,18
00591722239001,5000.0000,52
00591723340001,2200.0000,24
00591724150001,900.0000,1
00591724983001,2000.0000,1
00591726196001,400.0000,4
00591726498001,5000.0000,10
00591727206001,990.0000,2
00591729012001,1089.0000,4
00591729756001,800.0000,2
00591731106001,825.0000,2
00591731424001,1000.0000,4
00190479803001,400.0000,
00190485730001,400.0000,
00190486222001,400.0000,
00190486842001,400.0000,
00190488977001,200.0000,
00190489132001,400.0000,
00190489728001,100.0000,
00190490505001,1000.0000,
00190491072001,800.0000,
00190491390001,5000.0000,
00190491501001,1000.0000,
00190491870001,400.0000,
00190492192001,3000.0000,
00190493717001,1000.0000,
00190494373001,800.0000,
00190494578001,402.0000,
00190494942001,400.0000,
00190496147001,100.0000,
00591746561001,400.0000,
00591752642001,400.0000,
00591754556001,400.0000,
00591754823001,400.0000,
00591754882001,400.0000,
00591754939001,800.0000,
00591755153001,1000.0000,
00591755641001,400.0000,
00591755722001,247500.0000,
00591756052001,1000.0000,
00591756168001,50000.0000,
00591757083001,1100.0000,
00591757342001,400.0000,
00691708268001,400.0000,2
00691709744001,50400.0000,2
00691709809001,800.0000,4
00691710033001,800.0000,4
00691711110001,105400.0000,91
00691711226001,2163.0000,2
00691738280001,400.0000,2
00691738299001,450.0000,12
00691738434001,800.0000,4
00691738493001,5000.0000,12
00691738523001,6900.0000,4
00691738620001,828.0000,2
00691739007001,400.0000,3
00691739198001,400.0000,2
00691739406001,400.0000,2
00691739597001,800.0000,3
00691739929001,1000.0000,2
00691740153001,400.0000,1
00691740390001,10000.0000,2
00691740560001,400.0000,5
00691740633001,1001.0000,5
00691740676001,10000.0000,2
00391023999001,1200.0000,
00391025703001,800.0000,
00391029687001,800.0000,
00391030359001,400.0000,
00491514442001,800.0000,5
00491528850001,700.0000,
00491529946001,600.0000,
00491530448001,800.0000,
00491530685001,800.0000,
00190482502001,1000.0000,
00190483460001,400.0000,
00190484866001,400.0000,
00190488241001,400.0000,
00190489876001,400.0000,
00190490165001,400.0000,
00190492451001,8.0000,
00190492788001,200.0000,
00190492877001,400.0000,
00190494365001,400.0000,0
00190494721001,100.0000,
00190495647001,800.0000,0
00190496201001,10000.0000,
00190496384001,200.0000,
00190481530001,400.0000,
00190488365001,800.0000,
00190489353001,800.0000,
00190489507001,500.0000,
00190490394001,5000.0000,
00190490564001,20000.0000,
00190491420001,800.0000,
00190493687001,1000.0000,
00591744860001,800.0000,
00591745204001,400.0000,
00591745522001,472050.0000,
00591747320001,800.0000,
00591762749001,100.0000,
00591762755001,1000.0000,
00690038404001,225600.0000,8
00690055007001,2233.2000,2
00690066963001,2063000.0000,32
00690074575001,400.0000,2
00690075210001,1640.0000,3
00690075768001,1400.0000,3
00690089688001,8944.0000,2
00690089718001,69450.0000,2
00691701832001,328952.0000,261
00691707520001,400.0000,4
00190494969001,200.0000,
00190495604001,200000.0000,
00190497186001,400.0000,
00190497224001,2135781.0000,
00190497666001,222161.0000,
00190498344001,2000.0000,
00190498441001,100.0000,
00190499057001,400.0000,
00190501299001,100.0000,
00190501310001,2000.0000,
00190501531001,200.0000,
00190501620001,500.0000,
00190501663001,320.0000,
00190501760001,200.0000,
00190502414001,100.0000,
00190502937001,200.0000,
00190502996001,50.0000,
00190503852001,400.0000,
00190504689001,400.0000,
00190504921001,1000.0000,
00691717771001,600.0000,2
00691718131001,400.0000,2
00691718220001,400.0000,2
00691718700001,800.0000,2
00691718832001,1200.0000,10
00691721450001,4960.0000,2
00691721647001,1260.0000,8
00691721868001,800.0000,2
00691726746001,1080.0000,2
00691726770001,400.0000,2
00691727327001,1000.0000,2
00691727807001,5000.0000,1
00691728544001,67490.0000,5
00691728579001,400.0000,33
00591723855001,400.0000,2
00691710181001,800.0000,2
00691712494001,150000.0000,16
00691715442001,1008.0000,2
00691717240001,1500.0000,2
00691720780001,1000.0000,4
00691721108001,7000.0000,2
00691721469001,1200.0000,2
00691721892001,800.0000,11
00691722465001,1160.0000,6
00691722686001,810.0000,2
00691728064001,400.0000,7
00691728420001,1400.0000,21
00691728684001,400.0000,3
00691729761001,800.0000,2
00691729923001,800.0000,5
00691730115001,51000.0000,2
00691730166001,400.0000,2
00691730352001,400.0000,16
00691732703001,2000.0000,29
00691732746001,5800.0000,2
00691732940001,1000.0000,4
00691735672001,1000.0000,3
00691735737001,400.0000,7
00691735893001,800.0000,2
00691735958001,310500.0000,1
00691736008001,800.0000,4
00691736016001,1000.0000,4
00691737063001,1700.0000,3
00691737225001,880.0000,2
00691737489001,400.0000,4
00691737977001,800.0000,2
00591732099001,200000.0000,11
00591736345001,10000.0000,4
00591738623001,1300.0000,4
00591738879001,805.0000,
00591738909001,400.0000,
00591739468001,1000.0000,
00591739808001,900.0000,
00691741168001,400.0000,7
00691741311001,1000.0000,2
00691741826001,1000.0000,4
00691741990001,400.0000,3
00691742229001,400.0000,5
00691742326001,600.0000,3
00691742423001,1600.0000,2
00691742784001,400.0000,8
00691742873001,800.0000,2
00691742903001,990.0000,2
00691743284001,14400.0000,71
00691743322001,800.0000,4
00691743373001,400.0000,4
00691743403001,1000.0000,4
00691743470001,400.0000,2
00691743527001,400.0000,3
00691743535001,800.0000,2
00691743950001,618674.0000,2
00691743977001,800.0000,42
00691744019001,400.0000,4
00691744094001,1000.0000,2
00691744140001,1300.0000,2
00691744302001,900.0000,2
00691744329001,1000.0000,2
00691744485001,800.0000,2
00691745422001,400.0000,6
00691745554001,22662.0600,4
00691745732001,400.0000,2
00691746003001,1000.0000,11
00691746097001,2000.0000,4
00591761870001,533000.0000,
00591762036001,800.0000,
00591762672001,1000.0000,
00591762685001,100.0000,
00591762734001,1000.0000,
00591762756001,15000.0000,
00591762849001,,
00591762907001,800.0000,
00690089750001,4460.0000,7
00691700844001,1080.0000,6
00691701034001,18000.0000,3
00691710041001,800.0000,4
00691710726001,400.0000,30
00691711595001,400.0000,4
00691712001001,400.0000,2
00691716503001,400.0000,2
00691717313001,800.0000,4
00691717410001,5000.0000,2
00691719278001,5000.0000,2
00691720608001,26200.0000,13
00591725882001,1000.0000,2
00591725955001,3000.0000,1
00591726234001,800.0000,2
00591729357001,420.0000,2
00591729489001,900.0000,2
00591729640001,900.0000,3
00591729993001,75300.0000,6
00591734679001,400.0000,3
00190497569001,130000.0000,
00190499014001,400.0000,
00190499197001,20.0000,
00190501248001,100.0000,
00190501256001,300.0000,
00190501388001,10000.0000,
00190501566001,105.0000,
00190501612001,400.0000,
00190502627001,400.0000,
00190502821001,500.0000,
00190503305001,400.0000,
00190503445001,6000.0000,
00190504433001,800.0000,
00190505049001,800.0000,
00190505294001,800.0000,
00190505308001,100.0000,
00190506878001,10000.0000,
00591741802001,1000.0000,
00591743082001,400.0000,
00591744437001,15000.0000,
00591746065001,800.0000,
00591746081001,1000.0000,
00591753444001,840.0000,
00591754378001,1500.0000,
00591754955001,800.0000,
00591755358001,1000.0000,
00591755579001,400.0000,
00591755706001,400.0000,
00591756044001,400.0000,
00591756184001,800.0000,
00591756532001,800.0000,
00591757946001,10000.0000,
00591758209001,4000.0000,
00591758292001,20000.0000,
00591758357001,100.0000,
00591758683001,50.0000,
00591758780001,5000.0000,
00591759051001,800.0000,
00591759221001,100.0000,
00591759566001,10000.0000,
00591759744001,1100.0000,
00591759752001,5000.0000,
00591760076001,1000.0000,
00591760092001,1000.0000,
00591760122001,10000.0000,
00591760203001,400.0000,
00591760238001,400.0000,
00591760742001,400.0000,
00591760912001,10000.0000,
00591761013001,100.0000,
00591761137001,900.0000,
00190496899001,1000.0000,
00190497585001,500.0000,
00190498581001,400.0000,
00190499324001,400.0000,
01791259858001,365000.0000,20
01791260066001,400.0800,11
01791260775001,5470829.8600,2
01791262298001,2088.4000,2
